Year,Stream,Subject_1,Grade_1,Subject_2,Grade_2,Subject_3,Grade_3,Z_Score,Island_Rank,District,Gen_Test,Sinhala/Tamil,English,Maths,Science,q1_science_tech,q2_healthcare,q3_design,q4_data,q5_business,q6_arts_culture,q7_nature_env,q8_hands_on,q9_innovation,q10_people_social,q11_urban_corporate,q12_flexible_path,Course,University,Uni Code,aptitude_required,University Selected
2024,Technology,Bio Systems Technology,A,Science for Technology,B,ICT,A,2.412,2345,Matara,88,A,B,A,A,4,3,3,4,3,2,5,5,4,3,5,5,Green Technology,University of Ruhuna,095F,No,Yes
2024,Physical Science,Physics,A,Chemistry,A,Combined Mathematics,B,2.678,167,Colombo,96,A,A,A,A,5,1,5,5,1,1,1,5,5,1,5,4,Electrical Engineering,University of Moratuwa,012G,No,Yes
2024,Biological Science,Biology,A,Chemistry,A,Physics,A,2.701,789,Jaffna,98,A,A,A,A,5,5,1,4,1,1,4,2,5,1,2,4,Dental Surgery,University of Jaffna,001E,No,Yes
2024,Arts,Drama & Theatre (Sinhala),A,Art,A,Music (Western),B,1.967,2345,Colombo,93,B,A,B,A,1,1,5,1,2,5,4,5,5,5,1,5,Arts (SP) - Performing Arts,Sripalee Campus,041S,Yes,Yes
2024,Commerce,Accounting,A,Economics,B,Business Studies,C,1.978,2456,Kegalle,85,A,B,A,B,1,1,3,5,5,1,1,4,5,5,5,3,Accounting Information Systems,University of Kelaniya,127D,No,Yes
2024,Technology,Engineering Technology,A,ICT,B,Science for Technology,B,2.345,1345,Matara,90,A,A,A,A,5,1,4,5,2,1,3,5,5,1,4,5,Civil Engineering,University of Moratuwa,010G,No,Yes
2024,Physical Science,Physics,B,Chemistry,B,Combined Mathematics,C,-0.345,56789,Kilinochchi,35,C,F,S,C,5,1,4,5,2,1,1,5,4,1,4,5,,,,,No
2024,Biological Science,Biology,C,Chemistry,B,Physics,C,-0.567,58901,Mullaitivu,33,C,F,S,C,4,5,1,4,1,1,3,2,4,1,3,3,,,,,No
2024,Arts,Music (Western),A,Art,B,Drama & Theatre (English),A,1.934,1890,Colombo,92,B,A,B,A,2,2,5,3,4,5,2,3,5,5,3,5,Film & Television Studies,University of Kelaniya,100D,Yes,Yes
2024,Commerce,Economics,A,Business Studies,A,Accounting,A,2.412,1678,Kalutara,85,A,B,A,B,1,1,3,5,5,1,1,4,5,5,5,3,Financial Economics,University of Sri Jayewardenepura,131C,No,Yes
2024,Technology,Engineering Technology,A,ICT,A,Science for Technology,A,2.534,1890,Matara,91,A,A,A,A,5,1,4,5,2,1,3,5,5,1,4,5,Engineering Technology,University of Kelaniya,102D,No,Yes
2024,Physical Science,Physics,A,Chemistry,A,Combined Mathematics,A,2.712,234,Colombo,97,A,A,A,A,5,1,5,5,1,1,1,5,5,1,5,4,Landscape Architecture,University of Moratuwa,097G,Yes,Yes
2024,Biological Science,Biology,A,Chemistry,A,Physics,A,2.701,456,Peradeniya,95,A,A,A,A,5,5,1,5,1,1,4,2,5,1,2,4,Medicine,University of Peradeniya,001B,No,Yes
2024,Arts,Drama & Theatre (Sinhala),A,Art,B,Sinhala,A,1.978,2345,Colombo,94,C,B,C,B,1,1,5,1,2,5,4,5,5,5,1,5,Arts (SP) - Performing Arts,Sripalee Campus,041S,Yes,Yes
2024,Commerce,Economics,B,Business Studies,A,Accounting,A,2.456,2345,Galle,84,A,B,A,B,1,1,3,5,5,1,1,4,5,5,5,3,,,,,No
2024,Technology,Bio Systems Technology,A,Science for Technology,A,ICT,A,2.567,1890,Monaragala,90,A,A,A,A,4,3,3,4,3,2,5,5,4,3,5,5,"Hospitality, Tourism and Events Management",Uva Wellassa University,090U,No,Yes
2024,Physical Science,Physics,A,Chemistry,A,Combined Mathematics,A,2.712,567,Colombo,96,A,A,A,A,5,1,5,5,1,1,1,5,5,1,5,4,Computer Science,UCSC,096T,No,Yes
2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Physical Science,Physics,A,Chemistry,B,Combined Mathematics,A,2.654,210,Colombo,95,A,A,A,A,5,1,2,5,1,1,1,5,4,2,5,4,Engineering,University of Peradeniya,008B,No,Yes
2024,Biological Science,Biology,A,Chemistry,A,Physics,B,2.431,345,Matale,88,B,A,B,A,4,4,1,3,1,1,3,2,5,1,2,4,Medicine,University of Peradeniya,001B,No,Yes
2024,Arts,Art,B,Music (Western),A,Drama & Theatre (English),A,1.876,1567,Colombo,92,B,A,B,B,2,2,5,3,2,5,2,3,4,5,3,5,Film & Television Studies,University of Kelaniya,100D,Yes,Yes
2024,Commerce,Economics,C,Business Studies,B,Accounting,A,2.112,345,Galle,82,C,B,A,B,1,1,2,5,5,1,1,4,4,5,5,3,Accounting Information Systems,University of Kelaniya,127D,No,Yes
2024,Technology,Engineering Technology,A,ICT,B,Science for Technology,A,2.487,567,Matara,90,A,B,A,A,5,1,4,5,2,1,3,5,5,1,4,5,Engineering Technology,University of Kelaniya,102D,No,Yes
2024,Physical Science,Physics,B,Chemistry,A,Combined Mathematics,B,2.521,678,Kegalle,91,A,B,A,A,5,1,4,5,2,1,1,5,4,1,4,5,Quantity Surveying,University of Moratuwa,011G,No,Yes
2024,Biological Science,Biology,A,Chemistry,B,Physics,A,1.002,456,Batticaloa,60,A,B,B,A,3,3,2,2,2,1,3,3,2,3,3,3,Medical Laboratory Sciences,University of Ruhuna,052F,No,No
2024,Physical Science,Physics,C,Chemistry,C,Combined Mathematics,C,-0.654,54321,Vavuniya,35,F,S,C,F,5,1,4,5,2,1,1,5,4,1,4,5,,,,No,
2024,Biological Science,Biology,A,Chemistry,A,Physics,B,2.654,345,Jaffna,97,A,A,A,A,5,5,1,4,1,1,4,2,5,1,2,4,Medicine,University of Jaffna,001E,No,Yes
2024,Arts,Visual Arts,A,Art,B,Dancing (Bharatha),A,1.934,1678,Batticaloa,90,B,A,C,B,1,1,5,1,3,5,4,4,5,5,1,5,Dance,Swamy Vipulananda Institute of Aesthetic Studies,069Y,Yes,Yes
2024,Commerce,Economics,F,Business Studies,C,Accounting,F,-0.987,68901,Mannar,24,F,S,C,F,1,1,2,5,5,2,1,4,5,4,5,4,,,,No,
2024,Technology,Bio Systems Technology,A,Science for Technology,B,ICT,A,2.567,1678,Monaragala,90,A,B,A,A,4,3,3,4,3,2,5,5,4,3,5,5,Green Technology,University of Ruhuna,095F,No,Yes
2024,Physical Science,Physics,A,Chemistry,A,Combined Mathematics,A,2.701,345,Colombo,96,A,A,A,A,5,1,5,5,1,1,1,5,5,1,5,4,Computer Science,University of Colombo School of Computing,012T,No,Yes
2024,Biological Science,Biology,C,Chemistry,F,Physics,S,-0.789,58901,Mullaitivu,34,C,F,S,C,4,5,1,4,1,1,3,2,4,1,3,3,,,,No,
2024,Arts,Drama & Theatre (Sinhala),A,Art,B,Music (Western),B,1.967,2345,Colombo,93,B,A,B,A,1,1,5,1,2,5,4,5,5,5,1,5,Arts (SP) - Performing Arts,Sripalee Campus,041S,Yes,Yes
2024,Commerce,Accounting,B,Business Studies,B,Economics,C,0.098,8900,Kegalle,65,B,B,C,B,1,1,2,4,4,1,1,3,4,3,4,3,Commerce,University of Kelaniya,018D,No,No
2024,Technology,Information Technology (IT),A,Engineering Technology,A,Science for Technology,B,1.945,2340,Matale,89,A,A,B,A,5,1,4,5,2,1,3,5,5,1,4,4,Information Technology (IT),University of Moratuwa,026G,No,Yes
2024,Physical Science,Physics,A,Chemistry,A,Combined Mathematics,B,2.689,78,Kalutara,96,A,A,A,A,5,1,5,5,1,1,1,5,5,1,5,4,Engineering,University of Peradeniya,008B,No,Yes
2024,Biological Science,Biology,A,Chemistry,A,Physics,A,2.701,134,Trincomalee,96,A,A,A,A,5,5,1,4,1,1,4,2,5,1,2,4,Medicine,Eastern University,001H,No,Yes
2024,Arts,Art,A,Music (Carnatic),A,Drama & Theatre (Tamil),A,1.978,1890,Jaffna,94,B,A,C,B,1,1,5,1,3,5,4,4,5,5,1,5,Music,Swamy Vipulananda Institute of Aesthetic Studies,068Y,Yes,Yes
2024,Commerce,Economics,B,Business Studies,A,Accounting,A,2.412,1678,Kalutara,85,A,B,A,B,1,1,3,5,5,1,1,4,5,5,5,3,Financial Economics,University of Sri Jayewardenepura,131C,No,Yes
2024,Technology,Engineering Technology,C,ICT,F,Science for Technology,B,-0.123,67890,Puttalam,44,C,F,B,S,5,1,4,5,2,1,3,5,5,1,4,5,,,,No,
2024,Physical Science,Physics,A,Chemistry,A,Combined Mathematics,A,2.712,189,Matale,97,A,A,A,A,5,1,5,5,1,1,1,5,5,1,5,4,Landscape Architecture,University of Moratuwa,097G,Yes,Yes
2024,Biological Science,Biology,B,Chemistry,A,Physics,B,1.102,2345,Badulla,72,B,A,B,B,3,4,2,3,1,1,3,2,3,2,3,3,Animal Production and Food Technology,Uva Wellassa University,067U,No,No
2024,Arts,Visual & Technological Arts,A,Drama & Theatre (English),B,Art,A,1.876,2789,Trincomalee,88,B,A,B,B,2,1,5,1,2,5,4,4,4,4,2,5,Visual & Technological Arts,Swamy Vipulananda Institute of Aesthetic Studies,072Y,Yes,Yes
2024,Commerce,Business Statistics,B,Accounting,B,Economics,C,0.045,15000,Polonnaruwa,53,C,B,C,C,1,1,2,4,5,1,1,3,4,3,4,2,Commerce,University of Sri Jayewardenepura,018C,No,No
2024,Technology,Computer Science,A,Mathematics,A,Physics,B,2.601,410,Colombo,94,A,A,A,A,5,1,2,5,1,1,1,4,5,2,4,5,Software Engineering,University of Sri Jayewardenepura,099C,No,Yes
2024,Physical Science,Physics,A,Chemistry,B,Combined Mathematics,A,2.689,2345,Colombo,93,A,A,A,A,5,1,5,4,1,1,1,5,5,1,5,4,Fashion Design & Product Development,University of Moratuwa,034G,Yes,Yes
2024,Biological Science,Biology,A,Chemistry,A,Physics,B,2.701,789,Peradeniya,95,A,A,A,A,5,5,1,5,1,1,4,2,5,1,2,4,Medical Laboratory Sciences,University of Peradeniya,052B,No,Yes
2024,Arts,Music (Western),A,Drama & Theatre (English),B,Art,B,1.945,5678,Colombo,89,B,A,B,A,2,2,5,3,3,5,2,3,4,4,3,5,Music,University of Sri Jayewardenepura,068C,Yes,Yes
2024,Physical Science,Physics,A,Chemistry,B,Combined Mathematics,A,2.654,123,Gampaha,95,A,A,B,A,5,1,2,5,1,1,1,5,4,2,5,4,Engineering,University of Peradeniya,008B,No,Yes
2024,Biological Science,Biology,B,Chemistry,A,Physics,B,2.431,234,Matale,88,B,A,B,A,4,4,1,3,1,1,3,2,5,1,2,4,Medicine,University of Peradeniya,001B,No,Yes
2024,Arts,Art,B,Music (Western),A,Drama & Theatre (English),A,1.876,1567,Colombo,92,B,A,B,B,2,2,5,3,2,5,2,3,4,5,3,5,Film & Television Studies,University of Kelaniya,100D,Yes,Yes
2024,Commerce,Economics,C,Business Studies,B,Accounting,A,2.112,345,Galle,82,C,B,A,B,1,1,2,5,5,1,1,4,4,5,5,3,Accounting Information Systems,University of Kelaniya,127D,No,Yes
2024,Technology,Engineering Technology,A,ICT,B,Science for Technology,A,2.487,567,Matara,90,A,B,A,A,5,1,4,5,2,1,3,5,5,1,4,5,Engineering Technology,University of Kelaniya,102D,No,Yes
2024,Physical Science,Physics,B,Chemistry,A,Combined Mathematics,B,2.521,678,Kegalle,91,A,B,A,A,5,1,4,5,2,1,1,5,4,1,4,5,Quantity Surveying,University of Moratuwa,011G,No,Yes
2024,Biological Science,Biology,A,Chemistry,B,Physics,A,1.002,456,Batticaloa,60,A,B,B,A,3,3,2,2,2,1,3,3,2,3,3,3,Medical Laboratory Sciences,University of Ruhuna,052F,No,No
2024,Arts,Music (Western),A,Art,B,Drama & Theatre (English),A,1.934,4789,Colombo,88,B,A,B,B,2,2,5,3,3,5,2,3,4,5,3,5,Music,University of Sri Jayewardenepura,068C,Yes,Yes
2024,Physical Science,Physics,C,Chemistry,C,Combined Mathematics,C,-0.654,54321,Vavuniya,35,F,S,C,F,5,1,4,5,2,1,1,5,4,1,4,5,,,,No,
2024,Biological Science,Biology,A,Chemistry,A,Physics,B,2.654,345,Jaffna,97,A,A,A,A,5,5,1,4,1,1,4,2,5,1,2,4,Medicine,University of Jaffna,001E,No,Yes
2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Physical Science,Physics,A,Chemistry,B,Combined Mathematics,A,2.689,321,Colombo,95,A,A,A,A,5,1,4,5,2,1,1,5,5,2,5,4,Engineering,University of Peradeniya,008B,No,Yes
2024,Biological Science,Biology,B,Chemistry,A,Physics,B,2.512,678,Galle,88,B,A,B,A,4,4,1,4,1,1,3,2,5,1,2,4,Medicine,University of Colombo,001A,No,Yes
2024,Technology,Computer Science,A,Mathematics,A,Physics,B,2.601,410,Kandy,94,A,A,A,A,5,1,2,5,1,1,1,4,5,2,4,5,Software Engineering,University of Sri Jayewardenepura,099C,No,Yes
2024,Commerce,Accounting,B,Business Studies,A,Economics,B,2.412,1678,Kalutara,85,A,B,A,B,1,1,3,5,5,1,1,4,5,5,5,3,Financial Economics,University of Sri Jayewardenepura,131C,No,Yes
2024,Arts,Art,A,Drama & Theatre (English),B,Music (Western),A,1.945,5678,Colombo,89,B,A,B,A,2,2,5,3,3,5,2,3,4,4,3,5,Music,University of Sri Jayewardenepura,068C,Yes,Yes
2024,Physical Science,Physics,B,Chemistry,A,Combined Mathematics,B,2.521,678,Kegalle,91,A,B,A,A,5,1,4,5,2,1,1,5,4,1,4,5,Quantity Surveying,University of Moratuwa,011G,No,Yes
2024,Biological Science,Biology,A,Chemistry,B,Physics,A,1.002,456,Batticaloa,60,A,B,B,A,3,3,2,2,2,1,3,3,2,3,3,3,Medical Laboratory Sciences,University of Ruhuna,052F,No,No
2024,Technology,Engineering Technology,A,ICT,B,Science for Technology,A,2.487,567,Matara,90,A,B,A,A,5,1,4,5,2,1,3,5,5,1,4,5,Engineering Technology,University of Kelaniya,102D,No,Yes
2024,Commerce,Business Statistics,B,Accounting,B,Economics,C,0.045,15000,Polonnaruwa,53,C,B,C,C,1,1,2,4,5,1,1,3,4,3,4,2,Commerce,University of Sri Jayewardenepura,018C,No,No
2024,Arts,Visual & Technological Arts,A,Drama & Theatre (English),B,Art,A,1.876,2789,Trincomalee,88,B,A,B,B,2,1,5,1,2,5,4,4,4,4,2,5,Visual & Technological Arts,Swamy Vipulananda Institute of Aesthetic Studies,072Y,Yes,Yes
2024,Physical Science,Physics,A,Chemistry,A,Combined Mathematics,A,2.712,567,Colombo,96,A,A,A,A,5,1,5,5,1,1,1,5,5,1,5,4,Computer Science,University of Colombo School of Computing,012T,No,Yes
2024,Biological Science,Biology,A,Chemistry,A,Physics,B,2.654,345,Jaffna,97,A,A,A,A,5,5,1,4,1,1,4,2,5,1,2,4,Medicine,University of Jaffna,001E,No,Yes
2024,Technology,Bio Systems Technology,A,Science for Technology,B,ICT,A,2.567,1678,Monaragala,90,A,B,A,A,4,3,3,4,3,2,5,5,4,3,5,5,Green Technology,University of Ruhuna,095F,No,Yes
2024,Commerce,Economics,F,Business Studies,C,Accounting,F,-0.987,68901,Mannar,24,F,S,C,F,1,1,2,5,5,2,1,4,5,4,5,4,,,,No,No
2024,Arts,Visual Arts,A,Art,B,Dancing (Bharatha),A,1.934,1678,Batticaloa,90,B,A,C,B,1,1,5,1,3,5,4,4,5,5,1,5,Dance,Swamy Vipulananda Institute of Aesthetic Studies,069Y,Yes,Yes
2024,Physical Science,Physics,C,Chemistry,C,Combined Mathematics,C,-0.654,54321,Vavuniya,35,F,S,C,F,5,1,4,5,2,1,1,5,4,1,4,5,,,,No,No
2024,Biological Science,Biology,A,Chemistry,A,Physics,A,2.712,789,Peradeniya,95,A,A,A,A,5,5,1,5,1,1,4,2,5,1,2,4,Medical Laboratory Sciences,University of Peradeniya,052B,No,Yes
2024,Technology,Information Technology (IT),A,Engineering Technology,A,Science for Technology,B,1.945,2340,Matale,89,A,A,B,A,5,1,4,5,2,1,3,5,5,1,4,4,Information Technology (IT),University of Moratuwa,026G,No,Yes
2024,Commerce,Accounting,B,Business Studies,B,Economics,C,0.098,8900,Kegalle,65,B,B,C,B,1,1,2,4,4,1,1,3,4,3,4,3,Commerce,University of Kelaniya,018D,No,No
2024,Arts,Drama & Theatre (Sinhala),A,Art,B,Music (Western),B,1.967,2345,Colombo,93,B,A,B,A,1,1,5,1,2,5,4,5,5,5,1,5,Arts (SP) - Performing Arts,Sripalee Campus,041S,Yes,Yes
2024,Physical Science,Physics,A,Chemistry,B,Combined Mathematics,A,2.654,123,Gampaha,95,A,A,B,A,5,1,2,5,1,1,1,5,4,2,5,4,Engineering,University of Peradeniya,008B,No,Yes
2024,Biological Science,Biology,B,Chemistry,A,Physics,B,2.431,234,Matale,88,B,A,B,A,4,4,1,3,1,1,3,2,5,1,2,4,Medicine,University of Peradeniya,001B,No,Yes
2024,Arts,Art,B,Music (Western),A,Drama & Theatre (English),A,1.876,1567,Colombo,92,B,A,B,B,2,2,5,3,2,5,2,3,4,5,3,5,Film & Television Studies,University of Kelaniya,100D,Yes,Yes
2024,Technology,Engineering Technology,A,ICT,A,Science for Technology,A,2.534,430,Matara,91,A,A,A,A,5,1,4,5,2,1,3,5,5,1,4,5,Engineering Technology,University of Kelaniya,102D,No,Yes
2024,Commerce,Economics,B,Business Studies,A,Accounting,A,2.489,2345,Galle,87,A,B,B,B,1,1,2,5,5,1,1,4,5,4,5,4,Accounting Information Systems,University of Kelaniya,127D,No,Yes
2024,Physical Science,Physics,B,Chemistry,A,Combined Mathematics,A,2.689,3123,Gampaha,92,A,A,A,A,5,1,4,5,2,1,1,5,4,1,4,5,Quantity Surveying,University of Moratuwa,011G,No,Yes
2024,Biological Science,Biology,C,Chemistry,B,Physics,S,0.102,1456,Batticaloa,58,B,C,C,B,3,3,2,2,2,1,3,3,2,3,3,3,Medical Laboratory Sciences,University of Ruhuna,052F,No,No
2024,Arts,Music (Western),A,Art,A,Drama & Theatre (English),B,1.978,4567,Colombo,91,B,A,B,A,2,2,5,3,4,5,2,3,5,5,3,5,Music,University of Sri Jayewardenepura,068C,Yes,Yes
2024,Physical Science,Physics,F,Chemistry,C,Combined Mathematics,C,-0.876,61234,Vavuniya,30,F,S,C,F,5,1,4,5,2,1,1,5,4,1,4,5,,,,No,No
2024,Biological Science,Biology,A,Chemistry,A,Physics,A,2.712,345,Jaffna,98,A,A,A,A,5,5,1,4,1,1,4,2,5,1,2,4,Medicine,University of Jaffna,001E,No,Yes
2024,Arts,Visual Arts,A,Art,A,Dancing (Bharatha),A,1.934,1678,Batticaloa,93,B,A,C,B,1,1,5,1,3,5,4,4,5,5,1,5,Dance,Swamy Vipulananda Institute of Aesthetic Studies,069Y,Yes,Yes
2024,Commerce,Economics,F,Business Studies,C,Accounting,F,-0.987,68901,Mannar,24,F,S,C,F,1,1,2,5,5,2,1,4,5,4,5,4,,,,No,No
2024,Technology,Bio Systems Technology,A,Science for Technology,A,ICT,A,2.567,1678,Monaragala,90,A,A,A,A,4,3,3,4,3,2,5,5,4,3,5,5,Green Technology,University of Ruhuna,095F,No,Yes
2024,Physical Science,Physics,A,Chemistry,A,Combined Mathematics,A,2.701,345,Colombo,96,A,A,A,A,5,1,5,5,1,1,1,5,5,1,5,4,Computer Science,University of Colombo School of Computing,012T,No,Yes
2024,Biological Science,Biology,C,Chemistry,F,Physics,S,-0.789,58901,Mullaitivu,34,C,F,S,C,4,5,1,4,1,1,3,2,4,1,3,3,,,,No,No
2024,Arts,Drama & Theatre (Sinhala),A,Art,A,Music (Western),B,1.967,2345,Colombo,93,B,A,B,A,1,1,5,1,2,5,4,5,5,5,1,5,Arts (SP) - Performing Arts,Sripalee Campus,041S,Yes,Yes
2024,Commerce,Accounting,B,Business Studies,B,Economics,C,0.098,8900,Kegalle,65,B,B,C,B,1,1,2,4,4,1,1,3,4,3,4,3,Commerce,University of Kelaniya,018D,No,No
2024,Technology,Information Technology (IT),A,Engineering Technology,A,Science for Technology,B,1.945,2340,Matale,89,A,A,B,A,5,1,4,5,2,1,3,5,5,1,4,4,Information Technology (IT),University of Moratuwa,026G,No,Yes
2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Physical Science,Physics,A,Chemistry,B,Combined Mathematics,A,2.689,321,Colombo,95,A,A,A,A,5,1,4,5,2,1,1,5,5,2,5,4,Engineering,University of Peradeniya,008B,No,Yes
2024,Biological Science,Biology,B,Chemistry,A,Physics,B,2.512,678,Galle,88,B,A,B,A,4,4,1,4,1,1,3,2,5,1,2,4,Medicine,University of Colombo,001A,No,Yes
2024,Technology,Computer Science,A,Mathematics,A,Physics,B,2.601,410,Kandy,94,A,A,A,A,5,1,2,5,1,1,1,4,5,2,4,5,Software Engineering,University of Sri Jayewardenepura,099C,No,Yes
2024,Commerce,Accounting,B,Business Studies,A,Economics,B,2.412,1678,Kalutara,85,A,B,A,B,1,1,3,5,5,1,1,4,5,5,5,3,Financial Economics,University of Sri Jayewardenepura,131C,No,Yes
2024,Arts,Art,A,Drama & Theatre (English),B,Music (Western),A,1.945,5678,Colombo,89,B,A,B,A,2,2,5,3,3,5,2,3,4,4,3,5,Music,University of Sri Jayewardenepura,068C,Yes,Yes
2024,Physical Science,Physics,B,Chemistry,A,Combined Mathematics,B,2.521,678,Kegalle,91,A,B,A,A,5,1,4,5,2,1,1,5,4,1,4,5,Quantity Surveying,University of Moratuwa,011G,No,Yes
2024,Biological Science,Biology,A,Chemistry,B,Physics,A,1.002,456,Batticaloa,60,A,B,B,A,3,3,2,2,2,1,3,3,2,3,3,3,Medical Laboratory Sciences,University of Ruhuna,052F,No,No
2024,Technology,Engineering Technology,A,ICT,B,Science for Technology,A,2.487,567,Matara,90,A,B,A,A,5,1,4,5,2,1,3,5,5,1,4,5,Engineering Technology,University of Kelaniya,102D,No,Yes
2024,Commerce,Business Statistics,B,Accounting,B,Economics,C,0.045,15000,Polonnaruwa,53,C,B,C,C,1,1,2,4,5,1,1,3,4,3,4,2,Commerce,University of Sri Jayewardenepura,018C,No,No
2024,Arts,Visual & Technological Arts,A,Drama & Theatre (English),B,Art,A,1.876,2789,Trincomalee,88,B,A,B,B,2,1,5,1,2,5,4,4,4,4,2,5,Visual & Technological Arts,Swamy Vipulananda Institute of Aesthetic Studies,072Y,Yes,Yes
2024,Physical Science,Physics,A,Chemistry,A,Combined Mathematics,A,2.712,567,Colombo,96,A,A,A,A,5,1,5,5,1,1,1,5,5,1,5,4,Computer Science,University of Colombo School of Computing,012T,No,Yes
2024,Biological Science,Biology,A,Chemistry,A,Physics,B,2.654,345,Jaffna,97,A,A,A,A,5,5,1,4,1,1,4,2,5,1,2,4,Medicine,University of Jaffna,001E,No,Yes
2024,Technology,Bio Systems Technology,A,Science for Technology,B,ICT,A,2.567,1678,Monaragala,90,A,B,A,A,4,3,3,4,3,2,5,5,4,3,5,5,Green Technology,University of Ruhuna,095F,No,Yes
2024,Commerce,Economics,F,Business Studies,C,Accounting,F,-0.987,68901,Mannar,24,F,S,C,F,1,1,2,5,5,2,1,4,5,4,5,4,,,,No,No
2024,Arts,Visual Arts,A,Art,B,Dancing (Bharatha),A,1.934,1678,Batticaloa,90,B,A,C,B,1,1,5,1,3,5,4,4,5,5,1,5,Dance,Swamy Vipulananda Institute of Aesthetic Studies,069Y,Yes,Yes
2024,Physical Science,Physics,C,Chemistry,C,Combined Mathematics,C,-0.654,54321,Vavuniya,35,F,S,C,F,5,1,4,5,2,1,1,5,4,1,4,5,,,,No,No
2024,Biological Science,Biology,A,Chemistry,A,Physics,A,2.712,789,Peradeniya,95,A,A,A,A,5,5,1,5,1,1,4,2,5,1,2,4,Medical Laboratory Sciences,University of Peradeniya,052B,No,Yes
2024,Technology,Information Technology (IT),A,Engineering Technology,A,Science for Technology,B,1.945,2340,Matale,89,A,A,B,A,5,1,4,5,2,1,3,5,5,1,4,4,Information Technology (IT),University of Moratuwa,026G,No,Yes
2024,Commerce,Accounting,B,Business Studies,B,Economics,C,0.098,8900,Kegalle,65,B,B,C,B,1,1,2,4,4,1,1,3,4,3,4,3,Commerce,University of Kelaniya,018D,No,No
2024,Arts,Drama & Theatre (Sinhala),A,Art,B,Music (Western),B,1.967,2345,Colombo,93,B,A,B,A,1,1,5,1,2,5,4,5,5,5,1,5,Arts (SP) - Performing Arts,Sripalee Campus,041S,Yes,Yes
2024,Physical Science,Physics,A,Chemistry,B,Combined Mathematics,A,2.654,123,Gampaha,95,A,A,B,A,5,1,2,5,1,1,1,5,4,2,5,4,Engineering,University of Peradeniya,008B,No,Yes
2024,Biological Science,Biology,B,Chemistry,A,Physics,B,2.431,234,Matale,88,B,A,B,A,4,4,1,3,1,1,3,2,5,1,2,4,Medicine,University of Peradeniya,001B,No,Yes
2024,Arts,Art,B,Music (Western),A,Drama & Theatre (English),A,1.876,1567,Colombo,92,B,A,B,B,2,2,5,3,2,5,2,3,4,5,3,5,Film & Television Studies,University of Kelaniya,100D,Yes,Yes
2024,Technology,Engineering Technology,A,ICT,A,Science for Technology,A,2.534,430,Matara,91,A,A,A,A,5,1,4,5,2,1,3,5,5,1,4,5,Engineering Technology,University of Kelaniya,102D,No,Yes
2024,Commerce,Economics,B,Business Studies,A,Accounting,A,2.489,2345,Galle,87,A,B,B,B,1,1,2,5,5,1,1,4,5,4,5,4,Accounting Information Systems,University of Kelaniya,127D,No,Yes
2024,Physical Science,Physics,B,Chemistry,A,Combined Mathematics,A,2.689,3123,Gampaha,92,A,A,A,A,5,1,4,5,2,1,1,5,4,1,4,5,Quantity Surveying,University of Moratuwa,011G,No,Yes
2024,Biological Science,Biology,C,Chemistry,B,Physics,S,0.102,1456,Batticaloa,58,B,C,C,B,3,3,2,2,2,1,3,3,2,3,3,3,Medical Laboratory Sciences,University of Ruhuna,052F,No,No
2024,Arts,Music (Western),A,Art,A,Drama & Theatre (English),B,1.978,4567,Colombo,91,B,A,B,A,2,2,5,3,4,5,2,3,5,5,3,5,Music,University of Sri Jayewardenepura,068C,Yes,Yes
2024,Physical Science,Physics,F,Chemistry,C,Combined Mathematics,C,-0.876,61234,Vavuniya,30,F,S,C,F,5,1,4,5,2,1,1,5,4,1,4,5,,,,No,No
2024,Biological Science,Biology,A,Chemistry,A,Physics,A,2.712,345,Jaffna,98,A,A,A,A,5,5,1,4,1,1,4,2,5,1,2,4,Medicine,University of Jaffna,001E,No,Yes
2024,Arts,Visual Arts,A,Art,A,Dancing (Bharatha),A,1.934,1678,Batticaloa,93,B,A,C,B,1,1,5,1,3,5,4,4,5,5,1,5,Dance,Swamy Vipulananda Institute of Aesthetic Studies,069Y,Yes,Yes
2024,Commerce,Economics,F,Business Studies,C,Accounting,F,-0.987,68901,Mannar,24,F,S,C,F,1,1,2,5,5,2,1,4,5,4,5,4,,,,No,No
2024,Technology,Bio Systems Technology,A,Science for Technology,A,ICT,A,2.567,1678,Monaragala,90,A,A,A,A,4,3,3,4,3,2,5,5,4,3,5,5,Green Technology,University of Ruhuna,095F,No,Yes
2024,Physical Science,Physics,A,Chemistry,A,Combined Mathematics,A,2.701,345,Colombo,96,A,A,A,A,5,1,5,5,1,1,1,5,5,1,5,4,Computer Science,University of Colombo School of Computing,012T,No,Yes
2024,Biological Science,Biology,C,Chemistry,F,Physics,S,-0.789,58901,Mullaitivu,34,C,F,S,C,4,5,1,4,1,1,3,2,4,1,3,3,,,,No,No
2024,Arts,Drama & Theatre (Sinhala),A,Art,A,Music (Western),B,1.967,2345,Colombo,93,B,A,B,A,1,1,5,1,2,5,4,5,5,5,1,5,Arts (SP) - Performing Arts,Sripalee Campus,041S,Yes,Yes
